Total Nacional	Comunidades y Ciudades Autónomas	Situación en el hogar	Grupo de edad	Sexo	periodo	Total
Total Nacional	Extremadura	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2020	1,0
Total Nacional	Extremadura	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2019	1,0
Total Nacional	Extremadura	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2018	1,7
Total Nacional	Galicia	Personas que conviven con su cónyuge	25-34 años	Hombre	2020	19,3
Total Nacional	Galicia	Personas que conviven con su cónyuge	25-34 años	Hombre	2019	17,8
Total Nacional	Galicia	Personas que conviven con su cónyuge	25-34 años	Hombre	2018	19,3
Total Nacional	Galicia	Personas que conviven con su cónyuge	25-34 años	Mujer	2020	29,1
Total Nacional	Galicia	Personas que conviven con su cónyuge	25-34 años	Mujer	2019	27,4
Total Nacional	Galicia	Personas que conviven con su cónyuge	25-34 años	Mujer	2018	27,6
Total Nacional	Galicia	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2020	22,4
Total Nacional	Galicia	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2019	23,8
Total Nacional	Galicia	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2018	21,9
Total Nacional	Galicia	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2020	31,4
Total Nacional	Galicia	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2019	27,8
Total Nacional	Galicia	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2018	26,8
Total Nacional	Galicia	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2020	..
Total Nacional	Galicia	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2019	1,0
Total Nacional	Galicia	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2018	1,2
Total Nacional	Galicia	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2020	3,6
Total Nacional	Galicia	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2019	6,0
Total Nacional	Galicia	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2018	6,8
Total Nacional	Galicia	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2020	53,8
Total Nacional	Galicia	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2019	48,8
Total Nacional	Galicia	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2018	55,7
Total Nacional	Galicia	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2020	34,7
Total Nacional	Galicia	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2019	40,6
Total Nacional	Galicia	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2018	34,5
Total Nacional	Galicia	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2020	13,4
Total Nacional	Galicia	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2019	15,8
Total Nacional	Galicia	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2018	21,0
Total Nacional	Galicia	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2020	12,0
Total Nacional	Galicia	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2019	14,3
Total Nacional	Galicia	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2018	16,4
Total Nacional	Galicia	Personas que viven solas	25-34 años	Hombre	2020	16,7
Total Nacional	Galicia	Personas que viven solas	25-34 años	Hombre	2019	19,4
Total Nacional	Galicia	Personas que viven solas	25-34 años	Hombre	2018	10,8
Total Nacional	Galicia	Personas que viven solas	25-34 años	Mujer	2020	11,0
Total Nacional	Galicia	Personas que viven solas	25-34 años	Mujer	2019	10,4
Total Nacional	Galicia	Personas que viven solas	25-34 años	Mujer	2018	17,5
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2020	3,0
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2019	4,4
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2018	5,2
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2020	2,6
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2019	2,7
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2018	1,7
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2020	1,1
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2019	1,8
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2018	1,3
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2020	3,7
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2019	1,8
Total Nacional	Galicia	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2018	3,6
Total Nacional	Madrid, Comunidad de	Personas que conviven con su cónyuge	25-34 años	Hombre	2020	59,8
Total Nacional	Madrid, Comunidad de	Personas que conviven con su cónyuge	25-34 años	Hombre	2019	68,1
Total Nacional	Madrid, Comunidad de	Personas que conviven con su cónyuge	25-34 años	Hombre	2018	70,4
Total Nacional	Madrid, Comunidad de	Personas que conviven con su cónyuge	25-34 años	Mujer	2020	98,5
Total Nacional	Madrid, Comunidad de	Personas que conviven con su cónyuge	25-34 años	Mujer	2019	97,2
Total Nacional	Madrid, Comunidad de	Personas que conviven con su cónyuge	25-34 años	Mujer	2018	108,5
Total Nacional	Madrid, Comunidad de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2020	74,1
Total Nacional	Madrid, Comunidad de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2019	71,4
Total Nacional	Madrid, Comunidad de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2018	80,2
Total Nacional	Madrid, Comunidad de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2020	85,3
Total Nacional	Madrid, Comunidad de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2019	85,9
Total Nacional	Madrid, Comunidad de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2018	88,3
Total Nacional	Madrid, Comunidad de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2020	1,7
Total Nacional	Madrid, Comunidad de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2019	0,9
Total Nacional	Madrid, Comunidad de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2018	2,4
Total Nacional	Madrid, Comunidad de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2020	11,4
Total Nacional	Madrid, Comunidad de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2019	20,6
Total Nacional	Madrid, Comunidad de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2018	14,1
Total Nacional	Madrid, Comunidad de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2020	140,5
Total Nacional	Madrid, Comunidad de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2019	125,2
Total Nacional	Madrid, Comunidad de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2018	112,9
Total Nacional	Madrid, Comunidad de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2020	91,6
Total Nacional	Madrid, Comunidad de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2019	72,2
Total Nacional	Madrid, Comunidad de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2018	91,7
Total Nacional	Madrid, Comunidad de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2020	32,7
Total Nacional	Madrid, Comunidad de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2019	49,0
Total Nacional	Madrid, Comunidad de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2018	41,6
Total Nacional	Madrid, Comunidad de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2020	28,7
Total Nacional	Madrid, Comunidad de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2019	39,0
Total Nacional	Madrid, Comunidad de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2018	26,7
Total Nacional	Madrid, Comunidad de	Personas que viven solas	25-34 años	Hombre	2020	32,8
Total Nacional	Madrid, Comunidad de	Personas que viven solas	25-34 años	Hombre	2019	32,7
Total Nacional	Madrid, Comunidad de	Personas que viven solas	25-34 años	Hombre	2018	42,0
Total Nacional	Madrid, Comunidad de	Personas que viven solas	25-34 años	Mujer	2020	34,0
Total Nacional	Madrid, Comunidad de	Personas que viven solas	25-34 años	Mujer	2019	34,3
Total Nacional	Madrid, Comunidad de	Personas que viven solas	25-34 años	Mujer	2018	31,1
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2020	14,5
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2019	20,9
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2018	11,4
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2020	21,8
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2019	18,4
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2018	13,5
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2020	37,1
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2019	18,8
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2018	21,1
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2020	42,4
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2019	40,1
Total Nacional	Madrid, Comunidad de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2018	28,8
Total Nacional	Murcia, Región de	Personas que conviven con su cónyuge	25-34 años	Hombre	2020	19,7
Total Nacional	Murcia, Región de	Personas que conviven con su cónyuge	25-34 años	Hombre	2019	18,3
Total Nacional	Murcia, Región de	Personas que conviven con su cónyuge	25-34 años	Hombre	2018	14,0
Total Nacional	Murcia, Región de	Personas que conviven con su cónyuge	25-34 años	Mujer	2020	25,9
Total Nacional	Murcia, Región de	Personas que conviven con su cónyuge	25-34 años	Mujer	2019	28,1
Total Nacional	Murcia, Región de	Personas que conviven con su cónyuge	25-34 años	Mujer	2018	26,5
Total Nacional	Murcia, Región de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2020	13,3
Total Nacional	Murcia, Región de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2019	15,2
Total Nacional	Murcia, Región de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2018	18,0
Total Nacional	Murcia, Región de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2020	14,6
Total Nacional	Murcia, Región de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2019	18,9
Total Nacional	Murcia, Región de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2018	19,1
Total Nacional	Murcia, Región de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2020	..
Total Nacional	Murcia, Región de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2019	0,2
Total Nacional	Murcia, Región de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2018	0,3
Total Nacional	Murcia, Región de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2020	3,0
Total Nacional	Murcia, Región de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2019	3,1
Total Nacional	Murcia, Región de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2018	6,6
Total Nacional	Murcia, Región de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2020	35,0
Total Nacional	Murcia, Región de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2019	30,2
Total Nacional	Murcia, Región de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2018	35,4
Total Nacional	Murcia, Región de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2020	27,7
Total Nacional	Murcia, Región de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2019	21,2
Total Nacional	Murcia, Región de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2018	21,1
Total Nacional	Murcia, Región de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2020	9,7
Total Nacional	Murcia, Región de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2019	9,1
Total Nacional	Murcia, Región de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2018	13,4
Total Nacional	Murcia, Región de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2020	8,3
Total Nacional	Murcia, Región de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2019	7,8
Total Nacional	Murcia, Región de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2018	7,7
Total Nacional	Murcia, Región de	Personas que viven solas	25-34 años	Hombre	2020	7,9
Total Nacional	Murcia, Región de	Personas que viven solas	25-34 años	Hombre	2019	9,7
Total Nacional	Murcia, Región de	Personas que viven solas	25-34 años	Hombre	2018	5,8
Total Nacional	Murcia, Región de	Personas que viven solas	25-34 años	Mujer	2020	1,4
Total Nacional	Murcia, Región de	Personas que viven solas	25-34 años	Mujer	2019	3,4
Total Nacional	Murcia, Región de	Personas que viven solas	25-34 años	Mujer	2018	4,7
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2020	2,1
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2019	4,8
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2018	1,2
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2020	3,9
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2019	3,0
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2018	2,0
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2020	4,3
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2019	3,5
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2018	2,3
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2020	3,1
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2019	2,8
Total Nacional	Murcia, Región de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2018	1,1
Total Nacional	Navarra, Comunidad Foral de	Personas que conviven con su cónyuge	25-34 años	Hombre	2020	5,8
Total Nacional	Navarra, Comunidad Foral de	Personas que conviven con su cónyuge	25-34 años	Hombre	2019	7,7
Total Nacional	Navarra, Comunidad Foral de	Personas que conviven con su cónyuge	25-34 años	Hombre	2018	8,2
Total Nacional	Navarra, Comunidad Foral de	Personas que conviven con su cónyuge	25-34 años	Mujer	2020	8,8
Total Nacional	Navarra, Comunidad Foral de	Personas que conviven con su cónyuge	25-34 años	Mujer	2019	11,7
Total Nacional	Navarra, Comunidad Foral de	Personas que conviven con su cónyuge	25-34 años	Mujer	2018	11,3
Total Nacional	Navarra, Comunidad Foral de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2020	5,3
Total Nacional	Navarra, Comunidad Foral de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2019	5,4
Total Nacional	Navarra, Comunidad Foral de	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2018	4,7
Total Nacional	Navarra, Comunidad Foral de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2020	7,7
Total Nacional	Navarra, Comunidad Foral de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2019	6,0
Total Nacional	Navarra, Comunidad Foral de	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2018	5,8
Total Nacional	Navarra, Comunidad Foral de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2020	0,4
Total Nacional	Navarra, Comunidad Foral de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2019	0,1
Total Nacional	Navarra, Comunidad Foral de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2018	0,3
Total Nacional	Navarra, Comunidad Foral de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2020	1,7
Total Nacional	Navarra, Comunidad Foral de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2019	1,0
Total Nacional	Navarra, Comunidad Foral de	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2018	1,4
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2020	13,3
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2019	10,4
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2018	8,2
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2020	7,6
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2019	7,4
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2018	6,4
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2020	2,2
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2019	3,2
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2018	4,6
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2020	3,6
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2019	1,2
Total Nacional	Navarra, Comunidad Foral de	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2018	3,1
Total Nacional	Navarra, Comunidad Foral de	Personas que viven solas	25-34 años	Hombre	2020	4,2
Total Nacional	Navarra, Comunidad Foral de	Personas que viven solas	25-34 años	Hombre	2019	3,7
Total Nacional	Navarra, Comunidad Foral de	Personas que viven solas	25-34 años	Hombre	2018	4,2
Total Nacional	Navarra, Comunidad Foral de	Personas que viven solas	25-34 años	Mujer	2020	2,0
Total Nacional	Navarra, Comunidad Foral de	Personas que viven solas	25-34 años	Mujer	2019	3,8
Total Nacional	Navarra, Comunidad Foral de	Personas que viven solas	25-34 años	Mujer	2018	2,3
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2020	1,2
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2019	1,4
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2018	0,8
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2020	1,4
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2019	1,1
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2018	1,0
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2020	2,1
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2019	2,5
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2018	3,1
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2020	1,2
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2019	1,6
Total Nacional	Navarra, Comunidad Foral de	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2018	2,5
Total Nacional	País Vasco	Personas que conviven con su cónyuge	25-34 años	Hombre	2020	11,7
Total Nacional	País Vasco	Personas que conviven con su cónyuge	25-34 años	Hombre	2019	18,1
Total Nacional	País Vasco	Personas que conviven con su cónyuge	25-34 años	Hombre	2018	13,9
Total Nacional	País Vasco	Personas que conviven con su cónyuge	25-34 años	Mujer	2020	22,3
Total Nacional	País Vasco	Personas que conviven con su cónyuge	25-34 años	Mujer	2019	29,6
Total Nacional	País Vasco	Personas que conviven con su cónyuge	25-34 años	Mujer	2018	22,3
Total Nacional	País Vasco	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2020	22,6
Total Nacional	País Vasco	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2019	18,3
Total Nacional	País Vasco	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2018	19,1
Total Nacional	País Vasco	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2020	26,2
Total Nacional	País Vasco	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2019	18,7
Total Nacional	País Vasco	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2018	23,8
Total Nacional	País Vasco	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2020	..
Total Nacional	País Vasco	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2019	0,3
Total Nacional	País Vasco	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Hombre	2018	0,5
Total Nacional	País Vasco	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2020	0,9
Total Nacional	País Vasco	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2019	5,2
Total Nacional	País Vasco	Personas que no conviven en pareja pero forman núcleo con algún hijo	25-34 años	Mujer	2018	6,2
Total Nacional	País Vasco	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2020	37,2
Total Nacional	País Vasco	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2019	32,4
Total Nacional	País Vasco	Hijos/Hijas no del padre o madre solos	25-34 años	Hombre	2018	32,1
Total Nacional	País Vasco	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2020	25,1
Total Nacional	País Vasco	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2019	23,2
Total Nacional	País Vasco	Hijos/Hijas no del padre o madre solos	25-34 años	Mujer	2018	24,9
Total Nacional	País Vasco	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2020	12,9
Total Nacional	País Vasco	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2019	9,2
Total Nacional	País Vasco	Hijos/Hijas del padre o madre solos	25-34 años	Hombre	2018	13,2
Total Nacional	País Vasco	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2020	7,4
Total Nacional	País Vasco	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2019	7,7
Total Nacional	País Vasco	Hijos/Hijas del padre o madre solos	25-34 años	Mujer	2018	7,3
Total Nacional	País Vasco	Personas que viven solas	25-34 años	Hombre	2020	8,1
Total Nacional	País Vasco	Personas que viven solas	25-34 años	Hombre	2019	11,0
Total Nacional	País Vasco	Personas que viven solas	25-34 años	Hombre	2018	9,7
Total Nacional	País Vasco	Personas que viven solas	25-34 años	Mujer	2020	12,9
Total Nacional	País Vasco	Personas que viven solas	25-34 años	Mujer	2019	13,4
Total Nacional	País Vasco	Personas que viven solas	25-34 años	Mujer	2018	9,4
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2020	3,5
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2019	2,3
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Hombre	2018	4,0
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2020	2,0
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2019	0,6
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros parientes	25-34 años	Mujer	2018	3,1
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2020	6,4
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2019	10,9
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Hombre	2018	10,9
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2020	6,7
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2019	5,6
Total Nacional	País Vasco	Personas que no viven en un núcleo familiar pero viven con otros personas que no son parientes	25-34 años	Mujer	2018	7,8
Total Nacional	Rioja, La	Personas que conviven con su cónyuge	25-34 años	Hombre	2020	2,2
Total Nacional	Rioja, La	Personas que conviven con su cónyuge	25-34 años	Hombre	2019	3,9
Total Nacional	Rioja, La	Personas que conviven con su cónyuge	25-34 años	Hombre	2018	1,8
Total Nacional	Rioja, La	Personas que conviven con su cónyuge	25-34 años	Mujer	2020	4,0
Total Nacional	Rioja, La	Personas que conviven con su cónyuge	25-34 años	Mujer	2019	5,6
Total Nacional	Rioja, La	Personas que conviven con su cónyuge	25-34 años	Mujer	2018	4,1
Total Nacional	Rioja, La	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2020	2,8
Total Nacional	Rioja, La	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2019	2,5
Total Nacional	Rioja, La	Personas que son parte de una pareja de hecho	25-34 años	Hombre	2018	3,3
Total Nacional	Rioja, La	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2020	3,1
Total Nacional	Rioja, La	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2019	2,7
Total Nacional	Rioja, La	Personas que son parte de una pareja de hecho	25-34 años	Mujer	2018	4,0
